HG04216,IT227,SAS,ITU,"Indian Telugu in the UK",female
HG04219,IT228,SAS,ITU,"Indian Telugu in the UK",male
HG04222,IT225,SAS,ITU,"Indian Telugu in the UK",male
HG04225,IT231,SAS,ITU,"Indian Telugu in the UK",male
HG04227,ST232,SAS,STU,"Sri Lankan Tamil in the UK",female
HG04229,ST232,SAS,STU,"Sri Lankan Tamil in the UK",male
HG04235,IT237,SAS,ITU,"Indian Telugu in the UK",male
HG04238,IT240,SAS,ITU,"Indian Telugu in the UK",male
HG04239,HG04239,SAS,ITU,"Indian Telugu in the UK",male
NA20845,NA20845,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20846,NA20846,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20847,NA20847,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20849,NA20849,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20850,NA20850,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20851,NA20851,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20852,NA20852,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20853,NA20853,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20854,NA20854,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20856,NA20856,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20858,NA20858,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20859,NA20859,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20861,NA20861,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20862,NA20862,SAS,GIH,"Gujarati Indian in Houston,TX",female
NA20863,NA20863,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20864,NA20864,SAS,GIH,"Gujarati Indian in Houston,TX",male
NA20866,NA20866,SAS,GIH,"Gujarati Indian in Houston,TX",male
